;area;room;bath;garage;price;ext_area;property;zone
1213;28;0;1;0;1900;92;commercial;continental
1214;43;0;0;0;2500;54;commercial;continental
1215;43;1;1;1;1300;33;residential;midtown
1216;117;5;5;2;99000;380;residential;north
1217;117;0;0;0;2000;25;commercial;midtown
1218;35;3;2;1;2700;109;residential;midtown
1219;35;1;1;1;1500;48;residential;south
1220;73;2;6;2;13900;436;residential;midtown
1221;73;0;1;0;1780;70;commercial;continental
1222;93;0;0;0;1450;31;commercial;north
1223;93;0;0;0;7640;63;commercial;midtown
1224;24;0;1;0;650;24;commercial;midtown
1225;24;0;8;8;21600;540;commercial;midtown
1226;540;5;4;2;20000;360;residential;continental
1227;540;4;4;6;10000;200;residential;south
1228;360;2;2;1;3000;99;residential;continental
1229;360;2;2;1;2200;56;residential;south
1230;200;5;3;0;12000;350;commercial;east
1231;200;3;3;3;8000;103;residential;continental
1232;99;0;2;0;16000;114;commercial;midtown
1233;99;0;4;1;19000;381;commercial;midtown
1234;56;0;1;0;3300;85;commercial;continental
1235;56;2;2;1;12000;78;residential;north
1236;350;0;1;0;400;29;commercial;continental
1237;350;3;2;2;8000;136;residential;south
1238;103;0;2;2;1700;60;commercial;midtown
1239;103;0;2;0;1300;56;commercial;midtown
1240;114;4;5;2;5500;264;residential;midtown
1241;114;0;1;1;2250;47;commercial;midtown
1242;381;4;5;6;120000;437;residential;north
1243;381;4;6;3;25000;321;residential;north
1244;85;4;2;2;15000;281;residential;midtown
1245;85;0;3;0;7000;244;commercial;midtown
1246;78;3;4;0;45000;130;residential;north
1247;78;0;0;0;7575;94;commercial;midtown
1248;29;0;1;0;2000;92;commercial;midtown
1249;29;2;1;1;25500;80;residential;north
1250;136;0;4;0;8640;192;commercial;midtown
1251;136;2;1;2;15000;70;residential;north
1252;60;1;1;0;700;30;residential;south
1253;60;3;2;1;3300;100;residential;midtown
1254;56;0;0;0;490;35;commercial;midtown
1255;56;4;6;2;165000;500;residential;north
1256;264;2;2;0;1600;65;residential;midtown
1257;264;2;1;0;1600;48;residential;midtown
1258;47;0;1;1;1600;39;commercial;continental
1259;47;4;4;2;3950;219;residential;midtown
1260;437;4;5;6;120000;437;residential;north
1261;437;4;6;3;25000;321;residential;north
1262;321;0;3;0;7000;244;commercial;midtown
1263;321;3;4;0;45000;130;residential;north
1264;244;0;0;0;7575;94;commercial;midtown
1265;244;0;1;0;2000;92;commercial;midtown
1266;130;2;1;1;25500;80;residential;north
1267;130;0;4;0;8640;192;commercial;midtown
1268;94;2;2;1;2500;58;residential;continental
1269;94;2;1;2;15000;70;residential;north
1270;92;1;1;0;700;30;residential;south
1271;92;3;2;1;3300;100;residential;midtown
1272;80;0;0;0;490;35;commercial;midtown
1273;80;4;6;2;165000;500;residential;north
1274;192;2;2;0;1600;65;residential;midtown
1275;192;0;1;1;1600;39;commercial;continental
1276;58;4;4;2;3950;219;residential;midtown
1277;58;3;2;1;2950;95;residential;midtown
1278;70;0;2;2;4500;62;commercial;midtown
1279;70;0;1;0;1015;41;commercial;midtown
1280;30;0;0;0;4700;122;commercial;continental
1281;30;0;2;4;6900;170;commercial;south
1282;100;4;4;1;75000;130;residential;north
1283;100;7;5;2;90000;500;residential;north
1284;35;4;4;1;3500;110;residential;north
1285;35;0;1;0;2900;37;commercial;midtown
1286;500;0;1;1;1230;29;commercial;continental
1287;500;0;0;1;1900;30;commercial;midtown
1288;65;0;6;2;12000;729;commercial;continental
1289;65;1;2;0;1800;53;residential;midtown
1290;39;3;2;1;5500;158;residential;midtown
1291;39;0;0;1;900;32;commercial;midtown
1292;219;0;1;0;800;25;commercial;midtown
1293;219;0;0;1;9000;368;commercial;midtown
1294;95;0;4;1;7500;1148;commercial;north
1295;95;0;1;0;1500;59;commercial;midtown
1296;729;0;6;2;12000;729;commercial;continental
1297;729;1;2;0;1800;53;residential;midtown
1298;53;3;2;1;5500;158;residential;midtown
1299;53;0;0;1;900;32;commercial;midtown
1300;158;0;1;0;800;25;commercial;midtown
1301;158;0;0;1;9000;368;commercial;midtown
1302;32;0;4;1;7500;1148;commercial;north
1303;32;0;1;0;1500;59;commercial;midtown
1304;25;1;1;0;1900;36;residential;midtown
1305;25;0;1;1;15000;649;commercial;continental
1306;368;0;1;0;1980;60;commercial;continental
1307;368;0;1;1;1300;27;commercial;midtown
1308;1148;0;1;1;1200;43;commercial;continental
1309;1148;1;1;1;10800;50;residential;north
1310;59;2;2;1;2000;67;residential;north
1311;59;0;1;3;6000;115;commercial;continental
1312;36;0;1;0;800;24;commercial;continental
1313;36;0;1;1;2200;45;commercial;continental
1314;649;0;1;0;1300;32;commercial;midtown
1315;649;0;0;0;2800;120;commercial;midtown
1316;60;3;2;2;4200;81;residential;midtown
1317;60;4;4;2;5300;143;residential;midtown
1318;27;2;2;2;16500;107;residential;north
1319;27;4;3;3;5500;237;residential;midtown
1320;43;0;1;0;9800;183;commercial;midtown
1321;43;6;4;2;7800;405;residential;midtown
1322;50;0;1;0;1800;100;commercial;continental
1323;50;5;4;3;36000;400;residential;north
1324;67;3;3;2;2900;167;residential;midtown
1325;67;0;2;0;2900;179;commercial;continental
1326;115;3;2;2;3350;97;residential;continental
1327;115;0;1;0;900;53;commercial;midtown
1328;24;0;4;4;6500;325;commercial;midtown
1329;24;0;1;0;300;36;commercial;midtown
1330;45;0;1;0;500;54;commercial;midtown
1331;45;1;1;0;12000;46;residential;north
1332;51;0;1;0;1100;51;commercial;midtown
1333;51;0;2;2;2800;80;commercial;midtown
1334;80;0;1;0;470;32;commercial;midtown
1336;32;1;1;0;1450;19;residential;continental
1337;32;0;6;7;19000;900;residential;midtown
1338;450;2;2;1;9000;90;residential;north
1339;450;3;4;3;8000;155;residential;midtown
1340;19;3;4;2;51000;140;residential;north
1341;19;0;2;2;3900;77;commercial;continental
1342;900;0;1;2;40000;500;commercial;midtown
1343;900;0;3;0;35000;680;commercial;midtown
1344;90;0;0;2;15000;280;commercial;midtown
1345;90;0;1;1;31200;700;commercial;midtown
1346;155;2;1;1;1700;55;residential;south
1347;155;2;1;1;6000;60;residential;midtown
1348;140;0;0;0;6587;220;commercial;continental
1349;140;1;1;1;980;31;residential;midtown
1350;77;5;5;3;114000;10;residential;north
1351;77;0;1;1;1630;32;commercial;south
1352;500;2;2;2;2850;63;residential;midtown
1353;500;0;1;0;1300;27;commercial;east
1354;680;4;2;2;15000;281;residential;midtown
1355;680;2;2;0;10350;85;residential;north
1356;280;1;1;1;1850;45;residential;midtown
1357;280;1;1;1;5500;61;residential;north
1358;700;5;4;2;45000;10;residential;north
1359;700;2;1;1;1800;78;residential;continental
1360;55;0;1;4;3000;38;commercial;south
1361;55;0;1;0;500;20;commercial;midtown
1362;60;2;4;1;5500;158;residential;midtown
1363;60;2;3;1;3500;150;residential;east
1364;220;4;4;3;54000;230;residential;north
1365;220;2;2;1;21000;60;residential;north
1366;31;0;1;1;1880;45;commercial;south
1367;31;3;4;2;3000;82;residential;midtown
1368;27;0;0;0;2452;27;commercial;midtown
1369;27;0;3;0;12000;260;commercial;east
1370;260;3;2;1;2200;94;residential;continental
1371;260;0;1;0;3800;68;commercial;midtown
1372;94;0;1;0;16000;96;commercial;midtown
1373;94;0;1;8;10000;462;commercial;midtown
1374;68;4;7;6;600000;436;residential;north
1375;68;0;0;0;17817;445;commercial;north
1376;96;0;0;6;34000;238;commercial;midtown
1377;96;0;1;1;7000;462;commercial;midtown
1378;462;0;0;0;1550;52;commercial;north
1379;462;4;4;0;11000;200;residential;south
1380;436;0;0;0;33000;498;commercial;midtown
1381;436;3;2;4;28500;230;residential;north
1382;445;1;1;0;840;36;residential;midtown
1383;445;3;3;6;5500;250;residential;south
1384;238;0;1;1;2650;40;commercial;midtown
1385;238;2;2;1;21150;100;residential;north
1386;462;0;1;0;900;29;commercial;midtown
1387;462;0;1;1;1800;35;commercial;midtown
1388;52;0;1;1;1800;35;commercial;midtown
1389;52;1;1;1;9000;47;residential;north
1390;200;0;9;6;7800;480;commercial;midtown
1391;200;3;4;0;30300;90;residential;north
1392;498;4;5;2;81000;350;residential;north
1393;498;0;2;2;5000;102;commercial;midtown
1394;230;0;1;0;1630;126;commercial;continental
1395;230;2;2;1;1600;40;residential;north
1396;36;0;3;3;6000;440;commercial;continental
1397;36;0;1;0;1350;31;commercial;midtown
1398;250;5;1;3;195000;300;residential;north
1399;250;0;4;1;45000;947;commercial;midtown
1400;40;0;1;0;700;23;commercial;continental
1401;40;6;8;5;27500;596;residential;north
1402;100;2;1;1;12750;100;residential;north
1403;100;0;4;1;7500;1148;commercial;north
1404;90;3;4;0;30300;90;residential;north
1405;90;4;5;2;81000;350;residential;north
1406;350;0;2;2;5000;102;commercial;midtown
1407;350;0;1;0;1630;126;commercial;continental
1408;102;0;1;7;5540;90;commercial;north
1409;102;2;2;1;1600;40;residential;north
1410;126;0;3;3;6000;440;commercial;continental
1411;126;0;1;0;1350;31;commercial;midtown
1412;90;5;1;3;195000;300;residential;north
1413;90;0;4;1;45000;947;commercial;midtown
1414;40;0;1;0;700;23;commercial;continental
1415;40;6;8;5;27500;596;residential;north
1416;440;2;1;1;12750;100;residential;north
1417;440;0;4;1;7500;1148;commercial;north
1418;31;2;1;1;1650;50;residential;south
1419;31;3;3;2;37500;130;residential;north
1420;300;0;1;0;1100;45;commercial;midtown
1421;300;0;0;0;950;51;commercial;midtown
1422;947;4;4;6;10000;250;residential;south
1423;947;0;1;4;11520;384;commercial;midtown
1424;23;0;1;0;1800;63;commercial;midtown
1425;23;0;1;2;10900;182;commercial;midtown
1426;596;3;1;0;3000;130;residential;midtown
1427;596;0;1;0;4500;38;commercial;midtown
1428;100;4;4;3;8500;338;residential;midtown
1429;100;2;3;1;2800;75;residential;midtown
1430;1148;0;0;0;1450;31;commercial;north
1431;1148;3;2;2;3500;81;residential;midtown
1432;50;0;1;1;1350;32;commercial;continental
1433;50;2;1;1;2000;75;residential;continental
1434;130;0;0;0;1100;53;commercial;midtown
1435;130;1;1;0;1490;50;residential;midtown
1436;45;0;1;1;1180;33;commercial;continental
1437;45;3;2;1;3400;119;residential;midtown
1438;51;2;1;1;1430;50;residential;midtown
1439;51;0;1;0;900;36;commercial;midtown
1440;29;0;1;0;900;29;commercial;midtown
1441;29;0;1;1;1800;35;commercial;midtown
1442;35;0;1;1;1800;35;commercial;midtown
1443;35;0;9;6;7800;480;commercial;midtown
1444;35;3;4;0;30300;90;residential;north
1445;35;0;2;2;5000;102;commercial;midtown
1446;480;0;1;0;1630;126;commercial;continental
1447;480;0;1;7;5540;90;commercial;north
1448;90;2;2;1;1600;40;residential;north
1449;90;0;3;3;6000;440;commercial;continental
1450;102;0;1;0;1350;31;commercial;midtown
1451;102;2;1;1;1600;68;residential;midtown
1452;126;0;4;1;45000;947;commercial;midtown
1453;126;0;1;0;700;23;commercial;continental
1454;90;2;1;1;15000;45;residential;north
1455;90;6;8;5;27500;596;residential;north
1456;40;2;1;1;12750;100;residential;north
1457;40;2;1;1;1650;50;residential;south
1458;440;0;1;0;1100;45;commercial;midtown
1459;440;0;0;0;950;51;commercial;midtown
1460;31;0;1;1;4100;62;commercial;midtown
1461;31;3;2;2;5500;105;residential;north
1462;68;4;4;6;10000;250;residential;south
1463;68;0;1;4;11520;384;commercial;midtown
1464;947;0;1;0;1800;63;commercial;midtown
1465;947;0;1;2;10900;182;commercial;midtown
1466;23;3;1;0;3000;130;residential;midtown
1467;23;2;1;1;2260;57;residential;midtown
1468;45;0;1;0;4500;38;commercial;midtown
1469;45;1;1;1;1800;47;residential;midtown
1470;596;4;4;3;8500;338;residential;midtown
1471;596;2;3;1;2800;75;residential;midtown
1472;100;0;0;0;1450;31;commercial;north
1473;100;3;2;2;3500;81;residential;midtown
1474;50;0;1;1;1350;32;commercial;continental
1475;50;4;5;2;45000;130;residential;north
1476;45;0;1;1;1350;45;commercial;continental
1477;45;1;1;1;15600;54;residential;north
1478;54;5;3;2;15000;480;residential;midtown
1479;54;0;3;0;8900;300;commercial;midtown
1480;480;0;0;1;21000;460;commercial;south
1481;480;3;2;1;12000;164;residential;north
1482;300;0;1;1;8000;160;commercial;south
1483;300;3;4;3;4500;253;residential;midtown
1484;460;5;6;8;255000;950;residential;east
1485;460;4;2;0;3500;200;residential;south
1486;164;0;1;0;33400;597;commercial;midtown
1487;164;3;1;1;1900;64;residential;midtown
1488;160;3;2;1;3450;161;residential;north
1489;160;4;6;3;8000;263;residential;midtown
1490;253;0;1;0;1800;107;commercial;continental
1491;253;2;2;2;2400;77;residential;midtown
1492;950;3;2;1;2000;107;residential;continental
1493;950;0;2;1;3800;135;commercial;midtown
1494;200;1;1;1;11400;46;residential;north
1495;200;0;1;0;850;28;commercial;midtown
1496;597;0;4;0;44000;500;commercial;midtown
1497;597;0;1;0;2500;75;commercial;midtown
1498;64;4;3;0;66000;250;residential;north
1499;64;0;1;1;1100;34;commercial;midtown
1500;161;2;2;2;7900;109;residential;midtown
1501;161;0;1;0;1350;31;commercial;midtown
1502;263;2;1;1;4950;60;residential;midtown
1503;263;3;4;2;4300;205;residential;north
1504;107;2;2;1;2200;63;residential;midtown
1505;107;2;1;0;1900;60;residential;midtown
1506;77;3;2;1;2850;81;residential;midtown
1507;77;0;5;9;22000;854;commercial;midtown
1508;107;0;0;0;2400;45;commercial;midtown
1509;107;3;2;2;5500;105;residential;north
1510;135;0;1;0;2200;38;commercial;midtown
1511;135;2;1;1;14700;85;residential;north
1512;53;0;1;1;1800;53;commercial;midtown
1513;53;4;4;2;4490;110;residential;midtown
1514;110;0;7;0;43000;1650;commercial;midtown
1515;110;0;1;2;2550;64;commercial;midtown
1516;1650;1;1;0;680;26;residential;midtown
1517;1650;5;4;2;7800;480;residential;midtown
1518;64;0;1;1;3900;100;commercial;south
1519;64;3;2;0;2700;104;residential;midtown
1520;26;0;2;2;120000;3139;commercial;midtown
1521;26;1;1;0;740;25;residential;midtown
1522;480;3;2;1;4850;140;residential;south
1523;480;0;2;0;5000;154;commercial;midtown
1524;100;0;1;0;3000;46;commercial;midtown
1525;100;0;1;0;1500;60;commercial;midtown
1526;104;0;0;0;2500;80;commercial;midtown
1527;104;0;1;1;55000;1721;commercial;midtown
1528;3139;2;2;1;13500;95;residential;north
1529;3139;0;1;0;6761;67;commercial;midtown
1530;25;1;1;1;1200;55;residential;midtown
1531;25;0;2;0;1800;72;commercial;midtown
1532;140;2;1;1;1650;62;residential;south
1533;140;0;1;0;1300;56;commercial;midtown
1534;154;0;2;2;6190;135;commercial;continental
1535;154;0;2;1;9000;134;commercial;midtown
1536;46;0;1;1;1200;32;commercial;midtown
1537;46;5;5;2;12000;330;residential;continental
1538;60;0;0;1;3852;74;commercial;continental
1539;60;4;7;3;105000;10;residential;north
1540;80;0;1;2;4999;70;commercial;north
1541;80;0;6;9;8000;405;residential;continental
1542;1721;4;6;2;23000;450;residential;north
1543;1721;0;1;1;2500;78;commercial;midtown
1544;95;0;1;0;2200;35;commercial;south
1545;95;0;1;0;990;45;commercial;midtown
1546;67;3;2;2;5500;120;residential;midtown
1547;67;3;2;1;1600;79;residential;continental
1548;62;2;1;1;1650;62;residential;south
1549;62;0;0;0;1000;40;commercial;midtown
1550;40;0;1;0;1300;56;commercial;midtown
1551;40;0;2;2;6190;135;commercial;continental
1552;56;0;2;1;9000;134;commercial;midtown
1553;56;0;1;1;1200;32;commercial;midtown
1554;135;5;5;2;12000;330;residential;continental
1555;135;0;0;1;3852;74;commercial;continental
1556;134;4;7;3;105000;10;residential;north
1557;134;0;1;2;4999;70;commercial;north
1558;32;2;1;0;1340;62;residential;midtown
1559;32;0;6;9;8000;405;residential;continental
1560;330;4;6;2;23000;450;residential;north
1561;330;0;1;1;2500;78;commercial;midtown
1562;74;0;1;0;2200;35;commercial;south
1563;74;0;1;0;990;45;commercial;midtown
1564;10;3;2;2;5500;120;residential;midtown
1565;10;3;2;1;1600;79;residential;continental
1566;70;0;1;0;900;35;commercial;midtown
1567;70;1;1;0;800;22;residential;south
1568;62;0;1;0;2200;40;commercial;midtown
1569;62;0;2;3;6400;153;commercial;midtown
1570;405;0;5;0;12000;520;commercial;midtown
1571;405;5;5;2;150000;500;residential;north
1572;450;0;1;1;2250;47;commercial;midtown
1573;450;0;0;0;19698;328;commercial;midtown
1574;78;1;2;2;2900;90;commercial;midtown
1575;78;1;1;0;1600;46;residential;midtown
1576;35;0;1;1;1500;73;commercial;midtown
1577;35;0;0;0;1000;12;commercial;midtown
1578;45;0;1;1;2100;36;commercial;midtown
1579;45;0;1;0;1500;36;commercial;continental
1580;120;0;1;1;750;29;commercial;continental
1581;120;2;2;1;9000;60;residential;north
1582;79;0;1;1;920;35;commercial;midtown
1583;79;1;2;1;10000;117;residential;north
1584;511;6;5;6;15000;511;residential;south
1585;511;2;2;3;1600;58;residential;north
1586;58;0;1;0;1000;47;commercial;midtown
1587;58;2;2;2;8000;146;residential;midtown
1588;47;3;2;2;3950;92;residential;midtown
1589;47;1;1;1;2100;34;residential;south
1590;146;0;2;2;22500;560;commercial;midtown
1591;146;0;1;1;1300;35;commercial;midtown
1592;92;0;1;0;2200;40;commercial;midtown
1593;92;4;3;2;6000;140;residential;midtown
1594;34;0;0;0;1200;27;commercial;midtown
1595;34;0;1;0;2000;72;commercial;midtown
1596;560;0;2;2;6900;174;residential;continental
1597;560;5;7;5;35000;1200;residential;north
1598;35;3;1;1;1700;80;residential;midtown
1599;35;1;1;1;1550;68;residential;midtown
1600;40;0;0;0;6000;402;commercial;north
1601;40;3;5;1;4400;167;residential;midtown
1602;140;1;1;2;4000;149;residential;south
1603;140;1;1;0;1000;32;residential;continental
1604;27;5;4;0;12000;335;residential;continental
1605;27;0;0;0;4720;52;commercial;midtown
1606;72;4;2;1;45000;295;residential;north
1607;72;0;1;0;1990;72;commercial;midtown
1608;174;3;4;0;5500;158;residential;midtown
1609;174;0;1;0;2340;38;commercial;midtown
1610;1200;4;2;4;15000;600;residential;midtown
1611;1200;1;1;1;1150;43;residential;midtown
1612;80;1;1;0;5400;37;residential;north
1613;80;2;2;1;17400;80;residential;north
1614;68;4;4;3;54000;350;residential;north
1615;68;1;1;1;1200;37;residential;continental
1616;402;3;1;0;8000;162;commercial;continental
1617;402;2;2;1;2760;61;residential;midtown
1618;167;3;2;1;3900;104;residential;continental
1619;167;3;2;1;2300;131;residential;midtown
1620;280;1;1;3;17000;280;residential;midtown
1621;280;0;0;0;1950;51;commercial;midtown
1622;51;0;1;0;800;23;commercial;continental
1623;51;2;1;1;1500;60;residential;north
1624;23;1;1;1;2700;69;residential;continental
1625;23;0;0;0;2200;125;commercial;midtown
1626;60;0;1;0;500;54;commercial;midtown
1627;60;4;3;3;8900;306;commercial;midtown
1628;69;0;2;0;14990;550;commercial;continental
1629;69;4;3;5;8000;168;residential;midtown
1630;125;4;3;5;6000;240;residential;south
1631;125;2;2;1;1950;69;residential;midtown
1632;54;0;1;0;2340;38;commercial;midtown
1633;54;5;8;4;80000;1300;residential;north
1634;306;2;2;1;12000;71;residential;north
1635;306;6;7;2;69000;350;residential;north
1636;550;0;1;1;11800;182;commercial;midtown
1637;550;4;4;0;22950;100;residential;north
1638;168;0;6;6;16000;800;commercial;midtown
1639;168;3;5;8;15000;500;residential;continental
1640;240;0;0;0;1300;25;commercial;continental
1641;240;0;1;0;8400;194;commercial;north
1642;69;1;1;0;900;18;residential;midtown
1643;69;2;2;1;15000;71;residential;north
1644;38;2;1;1;1290;52;residential;north
1645;38;2;2;1;13500;75;residential;north
1646;1300;2;2;1;2500;70;residential;midtown
1647;1300;0;0;0;7500;152;commercial;midtown
1648;71;2;2;1;1950;101;residential;midtown
1649;71;3;2;2;3500;144;residential;midtown
1650;350;2;1;1;1899;82;residential;midtown
1651;350;4;2;3;2950;100;residential;continental
1652;182;2;2;1;18000;90;residential;north
1653;182;0;1;0;2200;45;commercial;continental
1654;100;4;3;2;6500;152;residential;midtown
1655;100;2;2;1;19500;86;residential;north
1656;1300;5;8;4;80000;1300;residential;north
1657;1300;3;3;1;2300;89;residential;midtown
1658;89;2;2;1;12000;71;residential;north
1659;89;6;7;2;69000;350;residential;north
1660;71;0;1;1;11800;182;commercial;midtown
1661;71;4;4;0;22950;100;residential;north
1662;350;0;6;6;16000;800;commercial;midtown
1663;350;0;0;0;1300;25;commercial;continental
1664;182;0;1;0;8400;194;commercial;north
1665;182;1;1;0;900;18;residential;midtown
1666;100;2;2;1;15000;71;residential;north
1667;100;2;1;1;1290;52;residential;north
1668;800;2;2;1;13500;75;residential;north
1669;800;2;2;1;2500;70;residential;midtown
1670;25;4;3;0;66000;250;residential;north
1671;25;0;0;0;7500;152;commercial;midtown
1672;194;5;4;1;60000;250;residential;north
1673;194;2;2;1;1950;101;residential;midtown
1674;18;3;2;2;3500;144;residential;midtown
1675;18;2;1;1;1899;82;residential;midtown
1676;71;4;2;3;2950;100;residential;continental
1677;71;2;2;1;18000;90;residential;north
1678;52;0;1;0;2200;45;commercial;continental
1679;52;4;3;2;6500;152;residential;midtown
1680;75;2;2;1;19500;86;residential;north
1681;75;0;6;6;18000;450;commercial;midtown
1682;70;3;2;2;4100;97;residential;continental
1683;70;0;1;1;2200;54;commercial;midtown
1684;250;0;1;1;7500;135;commercial;midtown
1685;250;8;9;3;48000;1549;residential;continental
1686;152;0;1;0;1950;72;commercial;midtown
1687;152;3;2;1;4680;100;residential;midtown
1688;250;0;1;0;2500;9;commercial;midtown
1689;250;1;1;1;1500;80;residential;continental
1690;101;3;3;1;3100;104;residential;midtown
1691;101;0;1;0;25000;516;commercial;midtown
1692;102;2;1;1;1850;102;residential;midtown
1693;102;2;3;2;3550;95;residential;continental
1694;95;2;2;1;2000;95;residential;midtown
1695;95;0;0;0;1000;25;commercial;midtown
1696;95;2;2;1;2670;80;residential;midtown
1697;95;0;1;1;1200;35;commercial;midtown
1698;25;1;1;1;1790;50;residential;south
1699;25;1;1;0;1790;45;residential;south
1700;80;3;1;1;13500;74;residential;north
1701;80;2;2;1;1600;58;residential;north
1702;35;1;1;1;1990;64;residential;midtown
1703;35;0;1;0;3990;89;commercial;midtown
1704;50;3;5;4;18000;300;residential;south
1706;45;3;2;1;2950;95;residential;midtown
1707;45;3;2;1;2300;92;residential;north
1708;74;2;3;1;19500;90;residential;north
1709;74;3;2;1;1570;80;residential;midtown
1710;58;0;0;0;25000;6060;commercial;continental
1711;58;0;2;1;75000;3149;commercial;midtown
1712;64;1;1;1;6056;76;residential;midtown
1713;64;0;0;1;1200;33;commercial;midtown
1714;89;3;2;2;21600;90;residential;north
1715;89;2;1;1;1800;57;residential;continental
1716;300;0;1;0;5000;46;commercial;south
1717;300;0;0;0;900;20;commercial;midtown
1718;529;3;3;3;8931;240;residential;continental
1719;529;0;1;3;13000;86;commercial;midtown
1720;95;0;0;0;20800;444;commercial;north
1721;95;6;6;4;90000;500;residential;north
1722;92;0;0;0;7000;100;commercial;continental
1723;92;2;2;1;4250;76;residential;midtown
1724;90;4;2;0;7778;324;residential;continental
1725;90;3;4;1;4000;127;residential;midtown
1726;80;3;2;2;20400;120;residential;north
1727;80;8;8;1;240000;300;residential;north
1728;61;1;1;0;1580;61;residential;midtown
1729;61;0;0;0;900;20;commercial;midtown
1730;20;3;3;3;8931;240;residential;continental
1731;20;0;1;3;13000;86;commercial;midtown
1732;240;0;0;0;20800;444;commercial;north
1733;240;1;1;1;2100;47;residential;midtown
1734;86;6;6;4;90000;500;residential;north
1735;86;2;2;1;13500;86;residential;north
1736;444;0;0;0;7000;100;commercial;continental
1737;444;2;2;1;4250;76;residential;midtown
1738;47;4;2;0;7778;324;residential;continental
1739;47;3;4;1;4000;127;residential;midtown
1740;500;3;2;2;20400;120;residential;north
1741;500;8;8;1;240000;300;residential;north
1742;86;4;4;2;39000;150;residential;north
1743;86;1;1;1;650;34;residential;continental
1744;100;1;1;0;1000;28;residential;continental
1745;100;1;1;1;10650;59;residential;north
1746;76;2;2;1;1800;79;residential;north
1747;76;0;1;0;9000;44;commercial;midtown
1748;324;2;2;1;33000;80;residential;north
1749;324;3;3;1;3450;121;residential;midtown
1750;127;1;1;1;950;50;residential;south
1751;127;4;5;6;135000;700;residential;north
1752;120;0;1;1;2000;32;commercial;midtown
1753;120;2;2;1;2500;68;residential;midtown
1754;300;0;1;1;3512;70;commercial;continental
1755;300;1;1;0;1100;25;residential;midtown
1756;150;0;1;0;3338;33;commercial;midtown
1757;150;0;1;1;2490;55;commercial;continental
1758;34;0;0;0;1000;23;commercial;midtown
1759;34;0;1;0;4000;93;commercial;continental
1760;28;0;1;1;1800;60;commercial;continental
1761;28;0;1;0;4138;41;commercial;midtown
1762;59;0;1;0;6042;50;commercial;midtown
1763;59;0;1;0;1330;38;commercial;midtown
1764;102;0;1;0;7500;102;commercial;midtown
1765;102;2;2;1;3150;100;residential;north
1766;100;0;0;0;1700;35;commercial;north
1767;100;0;0;0;7730;85;commercial;midtown
1768;35;0;2;1;6500;64;commercial;midtown
1769;35;2;2;1;15000;86;residential;north
1770;85;1;1;0;790;35;residential;midtown
1771;85;1;1;0;990;35;residential;midtown
1772;64;2;2;1;2450;50;residential;midtown
1773;64;3;4;1;5500;193;residential;midtown
1774;86;0;1;0;480;30;commercial;midtown
1775;86;1;1;0;1450;19;residential;continental
1777;35;2;2;1;2360;67;residential;continental
1778;35;0;0;0;5290;58;commercial;midtown
1779;35;3;1;1;2500;72;residential;south
1780;50;0;1;0;14900;85;commercial;midtown
1781;50;1;1;1;10500;49;residential;north
1782;193;0;2;2;6000;190;commercial;midtown
1783;193;0;0;0;45000;2100;commercial;east
1784;30;0;0;2;7100;93;commercial;midtown
1785;30;1;1;1;12600;50;residential;north
1786;19;0;1;0;3923;39;commercial;midtown
1787;19;0;0;0;6681;139;commercial;north
1788;420;0;1;0;900;35;commercial;midtown
1789;420;0;1;0;900;30;commercial;midtown
1790;67;1;1;0;7500;50;residential;north
1791;67;0;0;0;900;34;commercial;midtown
1792;58;1;1;1;2300;28;residential;continental
1793;58;3;2;2;18000;80;residential;north
1794;72;0;1;0;1100;30;commercial;continental
1795;72;0;3;0;8000;100;commercial;midtown
1796;85;0;0;0;2137;23;commercial;midtown
1797;85;2;2;2;8101;118;residential;midtown
1798;49;2;1;1;2000;73;residential;north
1799;49;0;1;4;49000;1300;commercial;midtown
1800;144;3;2;1;6600;144;residential;midtown
1801;144;5;2;6;60000;200;residential;east
1802;200;0;0;1;2000;70;commercial;continental
1803;200;0;1;0;1300;49;commercial;midtown
1804;70;0;1;0;2270;40;commercial;midtown
1805;70;5;4;3;36000;400;residential;north
1806;49;0;1;1;1000;32;commercial;continental
1807;49;4;2;2;10000;168;residential;north
1808;40;0;1;0;1500;26;commercial;continental
1809;40;2;2;4;19500;10;residential;north
1810;400;2;3;2;6876;94;residential;midtown
1811;400;3;1;1;2500;75;residential;continental
1812;32;3;2;2;4000;81;residential;midtown
1813;32;0;2;0;10971;182;commercial;midtown
1814;168;4;5;2;20000;300;residential;north
1815;168;5;2;4;54000;240;residential;north
1816;26;3;3;0;3000;210;residential;north
1817;26;0;1;0;15000;649;commercial;continental
1818;10;2;2;1;4800;131;residential;midtown
1819;10;0;0;0;3500;133;commercial;continental
1820;94;0;4;0;8640;192;commercial;midtown
1822;75;2;2;1;1650;77;residential;midtown
1823;75;0;4;0;8640;192;commercial;midtown
1824;81;0;1;0;2500;100;commercial;continental
1825;81;4;5;3;14000;239;residential;midtown
1826;182;4;6;4;10000;258;residential;continental
1827;182;6;9;3;180000;600;residential;north
1828;300;2;3;0;18000;80;residential;north
1829;300;4;5;4;90000;450;residential;north
1830;240;1;1;1;10500;46;residential;north
1831;240;0;0;1;230;12;commercial;continental
1832;210;3;4;1;4000;193;residential;midtown
1833;210;3;5;3;90000;286;residential;north
